epoch,phase,loss,acc
135,train,0.4911,0.8508
135,val,0.4402,0.8719
136,train,0.4842,0.8533
136,val,0.4796,0.8687
137,train,0.4908,0.8536
137,val,0.4241,0.8745
138,train,0.4799,0.8523
138,val,0.4494,0.8648
139,train,0.4691,0.8557
139,val,0.4562,0.8680
140,train,0.4861,0.8551
140,val,0.4839,0.8602
141,train,0.4873,0.8463
141,val,0.4468,0.8628
142,train,0.4697,0.8529
142,val,0.4367,0.8778
143,train,0.4816,0.8544
143,val,0.5027,0.8550
144,train,0.4986,0.8504
144,val,0.4209,0.8674
145,train,0.4730,0.8539
145,val,0.4635,0.8622
146,train,0.4614,0.8609
146,val,0.4765,0.8641
147,train,0.4603,0.8585
147,val,0.4747,0.8719
148,train,0.4730,0.8569
148,val,0.4653,0.8661
149,train,0.4604,0.8583
149,val,0.4723,0.8706
150,train,0.4418,0.8655
150,val,0.4543,0.8719
151,train,0.4119,0.8750
151,val,0.4526,0.8726
152,train,0.4419,0.8667
152,val,0.4105,0.8830
153,train,0.3981,0.8778
153,val,0.4401,0.8752
154,train,0.4201,0.8685
154,val,0.4478,0.8739
155,train,0.3979,0.8761
155,val,0.4667,0.8674
156,train,0.4178,0.8713
156,val,0.4590,0.8700
157,train,0.4097,0.8741
157,val,0.4717,0.8726
158,train,0.4213,0.8729
158,val,0.4503,0.8752
159,train,0.3997,0.8767
159,val,0.4593,0.8706
160,train,0.4192,0.8747
160,val,0.4519,0.8700
161,train,0.4259,0.8719
161,val,0.4318,0.8758
162,train,0.4057,0.8748
162,val,0.4523,0.8726
163,train,0.3971,0.8804
163,val,0.4180,0.8817
164,train,0.4002,0.8781
164,val,0.4330,0.8758
165,train,0.4131,0.8750
165,val,0.4200,0.8843
166,train,0.3930,0.8775
166,val,0.4572,0.8706
167,train,0.3965,0.8803
167,val,0.4547,0.8745
168,train,0.4074,0.8755
168,val,0.4738,0.8745
169,train,0.4080,0.8765
169,val,0.4482,0.8726
170,train,0.4003,0.8786
170,val,0.4507,0.8713
171,train,0.3923,0.8774
171,val,0.4438,0.8791
172,train,0.3995,0.8792
172,val,0.4110,0.8843
173,train,0.3950,0.8793
173,val,0.4369,0.8823
174,train,0.3869,0.8862
174,val,0.4155,0.8830
175,train,0.3852,0.8824
175,val,0.4735,0.8693
176,train,0.4061,0.8775
176,val,0.4255,0.8791
177,train,0.3852,0.8804
177,val,0.4592,0.8706
178,train,0.3821,0.8839
178,val,0.4440,0.8778
179,train,0.3999,0.8771
179,val,0.4497,0.8752
180,train,0.3751,0.8839
180,val,0.4487,0.8693
181,train,0.4130,0.8732
181,val,0.4417,0.8661
182,train,0.3948,0.8804
182,val,0.4462,0.8765
183,train,0.4024,0.8762
183,val,0.4246,0.8778
184,train,0.3904,0.8825
184,val,0.4586,0.8752
185,train,0.3638,0.8876
185,val,0.4345,0.8778
186,train,0.3924,0.8838
186,val,0.4428,0.8765
187,train,0.3818,0.8858
187,val,0.4803,0.8732
188,train,0.3885,0.8793
188,val,0.4263,0.8784
189,train,0.3852,0.8809
189,val,0.4152,0.8778
190,train,0.3847,0.8842
190,val,0.4701,0.8758
191,train,0.3851,0.8809
191,val,0.4497,0.8732
192,train,0.3723,0.8871
192,val,0.4645,0.8771
193,train,0.3849,0.8799
193,val,0.4815,0.8726
194,train,0.3899,0.8821
194,val,0.4476,0.8778
195,train,0.3878,0.8825
195,val,0.4249,0.8797
196,train,0.3834,0.8853
196,val,0.4694,0.8706
197,train,0.3804,0.8828
197,val,0.4884,0.8713
198,train,0.3711,0.8867
198,val,0.4527,0.8836
199,train,0.3944,0.8807
199,val,0.4721,0.8752
