iter	MultiClass
392	0.05364921492
393	0.0534554569
394	0.05333396362
395	0.05315459131
396	0.0529458856
397	0.05263483411
398	0.05242001183
399	0.05223062422
400	0.05208719863
401	0.05187011337
402	0.05169688272
403	0.05141551085
404	0.05129679737
405	0.05107079568
406	0.05096092337
407	0.05056429019
408	0.05040116516
409	0.05027285284
410	0.05006969167
411	0.04997361298
412	0.04974034569
413	0.0496733445
414	0.04956372809
415	0.04945325365
416	0.04932504671
417	0.04902705626
418	0.04890229145
419	0.0486443873
420	0.04851739464
421	0.04841263535
422	0.04834401847
423	0.04821108486
424	0.04807863797
425	0.04788475451
426	0.04762048292
427	0.04742012162
428	0.04726484425
429	0.04716691403
430	0.04704882275
431	0.04678803845
432	0.04654740519
433	0.0463934274
434	0.04624279139
435	0.04613825288
436	0.04603319253
437	0.04590094634
438	0.04578881607
439	0.04557842943
440	0.04542990085
441	0.04534000395
442	0.04520523387
443	0.04489070512
444	0.04479546439
445	0.04465616835
446	0.04454104252
447	0.0443449312
448	0.04427341912
449	0.04420997045
450	0.0440560027
451	0.04387005722
452	0.04367409141
453	0.04348828141
454	0.04337764139
455	0.04323972522
456	0.0430404628
457	0.04296719452
458	0.04279199692
459	0.04263516909
460	0.0425384381
461	0.04243731663
462	0.04235422874
463	0.04226314265
464	0.04203173441
465	0.04196854666
466	0.04179585541
467	0.04155034244
468	0.04147028523
469	0.04128678838
470	0.0411712511
471	0.04110393882
472	0.04102147061
473	0.0409593717
474	0.04086717921
475	0.04074574364
476	0.04061548697
477	0.04052806881
478	0.04046854899
479	0.0402796782
480	0.04020905173
481	0.04006939693
482	0.0399337613
483	0.03985949199
484	0.0398064751
485	0.03973944883
486	0.03967712412
487	0.03943450386
488	0.03925312949
489	0.03900282464
490	0.03889625647
491	0.03883394682
492	0.03878424913
493	0.03870558684
494	0.03864717342
495	0.03858535551
496	0.03849562169
497	0.03838292191
498	0.03822276734
499	0.03812692448
500	0.03803766734
501	0.03792160571
502	0.03785853839
503	0.03777433406
504	0.03769798743
505	0.03763774758
506	0.03749660252
507	0.03745345041
508	0.03738103764
509	0.03731371783
510	0.03724023881
511	0.0370050372
512	0.03695447646
513	0.03690159505
514	0.03684086597
515	0.03676327496
516	0.03668561871
517	0.03648946725
518	0.03636264519
519	0.03630064914
520	0.03621660538
521	0.03606937387
522	0.0358958547
523	0.03575729626
524	0.03571192131
525	0.03560887305
526	0.03547332523
527	0.03538944705
528	0.03529934192
529	0.03524435057
530	0.03515108429
531	0.03505231612
532	0.03498175739
533	0.03485128747
534	0.0348089708
535	0.03476211814
536	0.03466650609
537	0.03460342372
538	0.03455093118
539	0.03445364824
540	0.03436968727
541	0.03430425411
542	0.03421053374
543	0.034126781
544	0.03406284813
545	0.03384111399
546	0.03379653936
547	0.0337569222
548	0.03368739963
549	0.0335449851
550	0.0334545212
551	0.03336945383
552	0.03331094508
553	0.03316824454
554	0.03305564512
555	0.0330077839
556	0.0328647823
557	0.03276828213
558	0.03270685308
559	0.03264301555
560	0.0326008193
561	0.0325442549
562	0.0324929089
563	0.03245131227
564	0.03240105009
565	0.03234854249
566	0.03228900763
567	0.03224187648
568	0.03217253705
569	0.03209169207
570	0.031964727
571	0.0318470873
572	0.03174619164
573	0.03171001661
574	0.0316331632
575	0.03157496052
576	0.03152100533
577	0.03145688429
578	0.03139412305
579	0.03131791692
580	0.03119235178
581	0.03114405152
582	0.03109768056
583	0.0309471173
584	0.03091278879
585	0.03084841938
586	0.03071798709
587	0.03066754929
588	0.03062978366
589	0.03059903527
590	0.03055421226
591	0.03051862431
592	0.03035380832
593	0.03023672559
594	0.03018450902
595	0.03013688865
596	0.0299845391
597	0.02991158944
598	0.0298625566
599	0.0297506471
600	0.02965945062
601	0.02958813422
602	0.02949654887
603	0.02941506162
604	0.02934071454
605	0.02929579369
606	0.0292596287
607	0.02909181715
608	0.02904120373
609	0.02898687722
610	0.02891358887
611	0.02887402691
612	0.02877214526
613	0.02872155192
614	0.02859438865
615	0.02855336403
616	0.02847607659
617	0.02841548048
618	0.02837114168
619	0.02825026558
620	0.02820277065
621	0.02817276237
622	0.02812635126
623	0.02807395406
624	0.02798257443
625	0.02787505291
626	0.02775897873
627	0.02771637605
628	0.0276264641
629	0.02757583814
630	0.0275193766
631	0.02744336365
632	0.02739960941
633	0.02732567378
634	0.02720355078
635	0.02715963848
636	0.02704681828
637	0.02700425323
638	0.02695742566
639	0.02691481796
640	0.02687855011
641	0.02680155369
642	0.02675389569
643	0.0266789791
644	0.02663346867
645	0.02655060156
646	0.02650502841
647	0.02647123177
648	0.02634499928
649	0.02624581214
650	0.02622182759
651	0.02613167981
652	0.02602598221
653	0.0259902914
654	0.02590199263
655	0.02587367782
656	0.02583138122
657	0.02571407771
658	0.02568272469
659	0.02564751306
660	0.0255688884
661	0.02552736452
662	0.02546599569
663	0.02543061597
664	0.02538856022
665	0.02533599241
666	0.02528390379
667	0.0252082195
668	0.02512900275
669	0.02508546176
670	0.02504857423
671	0.02500132768
672	0.02493950224
673	0.02490227852
674	0.02487354975
675	0.02484264832
676	0.02475128375
677	0.02467943296
678	0.02457347194
679	0.02447149997
680	0.02441128019
681	0.02436956313
682	0.02431947908
683	0.02427912182
684	0.0242148076
685	0.02417695667
686	0.02409901191
687	0.02401385422
688	0.02397670827
689	0.02393372676
690	0.02387811321
691	0.02379579804
692	0.02372054276
693	0.02366057888
694	0.02363639613
695	0.02355340357
696	0.02351027655
697	0.02348386595
698	0.02342752735
699	0.02339336943
700	0.02329632233
701	0.02325012197
702	0.0232196922
703	0.02317933494
704	0.02312521917
705	0.02307230514
706	0.0230375426
707	0.02300661106
708	0.02297894855
709	0.0229495449
710	0.02288976166
711	0.02286068917
712	0.02280525125
713	0.02274872197
714	0.02270261444
715	0.0226708876
716	0.02264512428
717	0.0225941521
718	0.02256211165
719	0.02251565288
720	0.02246074181
721	0.02238538617
722	0.02235648931
723	0.02231179425
724	0.02221178922
725	0.02217107068
726	0.0221229059
727	0.02209949587
728	0.02206040809
729	0.02203234917
730	0.02194994619
731	0.02192625769
732	0.02190423004
733	0.02185418613
734	0.02181660114
735	0.02179244599
736	0.02172946648
737	0.02170167852
738	0.02161976226
739	0.02157624636
740	0.02153588658
741	0.02151454385
742	0.02147798247
743	0.02144680004
744	0.02142398713
745	0.02135181772
746	0.02130613418
747	0.02128188369
748	0.02125680529
749	0.02123163908
750	0.02117661762
751	0.02112782562
752	0.02106083196
753	0.02103494822
754	0.02100300687
755	0.02097775661
756	0.02096144787
757	0.02092633283
758	0.02087073811
759	0.02084348077
760	0.02081505808
761	0.02077857071
762	0.02075250382
763	0.02068214203
764	0.02065541155
765	0.02060160312
766	0.02057797483
767	0.02054377552
768	0.02050902176
769	0.02042127369
770	0.02036950495
771	0.02032353289
772	0.02028545993
773	0.02026322906
774	0.02022303989
775	0.02013378651
776	0.02011404818
777	0.02008967853
778	0.02006950115
779	0.02004232661
780	0.02001616814
781	0.01998730264
782	0.0199593491
783	0.01992243021
784	0.01987160103
785	0.01985013034
786	0.01982212286
787	0.01978187348
788	0.01971617438
789	0.01969470119
790	0.01966382359
791	0.01963646088
792	0.01960732066
793	0.01958530806
794	0.01956635751
795	0.01947608805
796	0.01943140428
797	0.01936562365
798	0.01933861845
799	0.01932114435
800	0.0192739392
801	0.01921546557
802	0.01918976999
803	0.01912371213
804	0.01911009914
805	0.01908422042
806	0.01905198177
807	0.01900299659
808	0.01898018618
809	0.0189281791
810	0.01890612135
811	0.01888726488
812	0.01886096717
813	0.01882987005
814	0.01879595048
815	0.01876451968
816	0.01873584987
817	0.01868852931
818	0.01865299781
819	0.01860157403
820	0.01856917357
821	0.01854537593
822	0.01848034544
823	0.01843746177
824	0.01838250052
825	0.01835765418
826	0.01833467317
827	0.01830101076
828	0.01826429885
829	0.0182104854
830	0.01817303212
831	0.01814795497
832	0.01811375817
833	0.01809925831
834	0.01805909799
835	0.01802925027
836	0.01801284619
837	0.01797267082
838	0.01792096355
839	0.01786038751
840	0.0178348387
841	0.01779376892
842	0.01777602638
843	0.01774441494
844	0.0177312548
845	0.01770559811
846	0.01766574888
847	0.0176483626
848	0.01763461288
849	0.01761899909
850	0.01759923316
851	0.01755460208
852	0.0175345514
853	0.01749835756
854	0.01746872059
855	0.01742603511
856	0.01736561839
857	0.01735461585
858	0.01733490512
859	0.01731948451
860	0.0172736103
861	0.0172437262
862	0.01722350994
863	0.0172058113
864	0.01715771174
865	0.01712738233
866	0.01709351419
867	0.01708338599
868	0.01706013277
869	0.01703928051
870	0.01701165939
871	0.01697803837
872	0.01690985803
873	0.01688398056
874	0.01685570714
875	0.0168322645
876	0.0168111852
877	0.01677544044
878	0.01674018366
879	0.01672565369
880	0.01670391957
881	0.01666685015
882	0.01664625756
883	0.01662791791
884	0.01659093002
885	0.01657387992
886	0.01655415538
887	0.01651400008
888	0.01646841062
889	0.01643495895
890	0.01641720763
891	0.01639812787
892	0.01635809926
893	0.01634011838
894	0.01631403644
895	0.01628273359
896	0.01625189363
897	0.01623613558
898	0.01621551037
899	0.01619221952
900	0.01617636362
901	0.01614778287
902	0.01612230556
903	0.01607815994
904	0.01605847179
905	0.01603289413
906	0.01601096307
907	0.01598638141
908	0.01594135644
909	0.01589911629
910	0.01588543557
911	0.01585150471
912	0.0158277861
913	0.01578866569
914	0.01577682646
915	0.01571996727
916	0.01570944643
917	0.01566911677
918	0.01562247736
919	0.01556167678
920	0.01554314646
921	0.01552469642
922	0.01549929814
923	0.01548357897
924	0.01546651758
925	0.01544099009
926	0.01541956958
927	0.01538691196
928	0.01535255836
929	0.01533201971
930	0.01528952616
931	0.01527733193
932	0.01524454636
933	0.01523538531
934	0.01521917567
935	0.01517482182
936	0.01513954998
937	0.01511713095
938	0.01509071031
939	0.01507664824
940	0.01505793227
941	0.01500415143
942	0.0149820297
943	0.01495211425
944	0.0149341158
945	0.01492345196
946	0.01490700774
947	0.01489085455
948	0.01487687652
949	0.01485412256
950	0.01483341833
951	0.014807793
952	0.01479487872
953	0.01478084174
954	0.01475250435
955	0.01472352093
956	0.01469715423
957	0.01468541033
958	0.01466468352
959	0.01464869842
960	0.01463436163
961	0.01461600693
962	0.01457259013
963	0.01455725607
964	0.01454101131
965	0.01452243081
966	0.01449683057
967	0.01448858023
968	0.01447713112
969	0.01444332696
970	0.01441714968
971	0.014373058
972	0.01435366088
973	0.01431140191
974	0.01429830198
975	0.01428777111
976	0.01426984542
977	0.01425090114
978	0.01423078021
979	0.01420620483
980	0.01419474192
981	0.01418471658
982	0.01415342
983	0.0141439441
984	0.01412177595
985	0.01410399201
986	0.01408741232
987	0.01407686514
988	0.01406709319
989	0.0140293376
990	0.01400582722
991	0.01399561121
992	0.01396815818
993	0.01395247916
994	0.01392531967
995	0.01389435427
996	0.01388154662
997	0.01386476371
998	0.01383342699
999	0.0138186499
